"#","Team Name","User","Points","League Rank","Record"
"6153","Kekambas","d33duubs","139.46","4","2-0-0"
"6154","buddy12107","buddy12107","139.46","4","2-0-0"
"6155","Oh my Lloyd that's Pricey","dynastyjorsh","139.46","5","1-1-0"
"6156","Let's Talk About Flex","jrodzilla","139.46","5","1-1-0"
"6157","Wont Draft Mahomes/Saquon","assistantto","139.46","6","1-1-0"
"6158","Apple Bottom Jeantys","pittelite34","139.46","3","2-0-0"
"6159","Allen Wrenches","rhoffpauir","139.46","5","2-0-0"
"6160","azuredepth","azuredepth","139.46","3","2-0-0"
"6161","agstro","agstro","139.46","2","2-0-0"
"6162","Team Williams","sirantwon","139.46","2","2-0-0"
"6163","chrisb232","chrisb232","139.44","6","1-1-0"
"6164","Niyahbinghi","rasjuba","139.44","3","2-0-0"
"6165","btrosenburg","btrosenburg","139.44","5","1-1-0"
"6166","Thundering Capybara’s","nomad59","139.42","5","1-1-0"
"6167","slowiak24","slowiak24","139.42","4","2-0-0"
"6168","Dumbledore’s Army","knewelll","139.42","5","1-1-0"
"6169","Munchin Till It Hurts","deejayjcee","139.42","2","2-0-0"
"6170","Aaron Rodger’s Plug","makersmark","139.40","4","2-0-0"
"6171","rled","rled","139.40","3","2-0-0"
"6172","rlaugh","rlaugh","139.40","5","1-1-0"
"6173","Walking the Lambs","zakattack1919","139.40","2","2-0-0"
"6174","Remember The Tutens","sawyerpk76","139.40","5","2-0-0"
"6175","Master Leone","masterleone","139.40","4","2-0-0"
"6176","The Go Deeps!","jeffgalante","139.40","3","2-0-0"
"6177","Dafoe’s Foes","jordanwtt","139.40","4","1-1-0"
"6178","tcbcp","tcbcp","139.40","3","2-0-0"
"6179","vatechfan100","vatechfan100","139.40","2","2-0-0"
"6180","gmoody","gmoody","139.40","2","2-0-0"
"6181","MikeMace43","masterbruce19","139.36","2","2-0-0"
"6182","Caleb’s Comets ☄️","ftbllman43","139.36","5","1-1-0"
"6183","Allen Wrench","statkinson22","139.36","4","2-0-0"
"6184","7alistair14","7alistair14","139.36","6","1-1-0"
"6185","Last place","cberends24","139.36","5","2-0-0"
"6186","The Pocket Dogs","eleddielopez","139.36","4","2-0-0"
"6187","ltrevino21","ltrevino21","139.36","5","2-0-0"
"6188","livingoodndahood","livingoodndahood","139.36","4","2-0-0"
"6189","tanman73099","tanman73099","139.36","2","2-0-0"
"6190","amberg5986","amberg5986","139.36","4","2-0-0"
"6191","alcraeus","alcraeus","139.36","4","2-0-0"
"6192","NicoBoxxx/The Love Below","samdogmillionaire","139.36","3","2-0-0"
"6193","TMac And Cheese","pscrasher","139.36","3","2-0-0"
"6194","simz86","simz86","139.36","2","2-0-0"
"6195","foodisflying","foodisflying","139.36","5","1-1-0"
"6196","brandonrpope","brandonrpope","139.36","3","2-0-0"
"6197","Tuten in LaPorta Potty","nikeslam98","139.36","3","2-0-0"
"6198","yellowmarauders","yellowmarauders","139.36","3","2-0-0"
"6199","bradenhunston","bradenhunston","139.36","2","2-0-0"
"6200","wichoo","wichoo","139.36","3","2-0-0"
"6201","imnotshadowbeat","imnotshadowbeat","139.36","2","2-0-0"
"6202","khmehaffey","khmehaffey","139.36","4","2-0-0"
"6203","looda517","looda517","139.36","5","1-1-0"
"6204","fredmeyergod","fredmeyergod","139.34","2","2-0-0"
"6205","Baker’s Naughty Nabers","bucsbrandon21","139.34","5","1-1-0"
"6206","The Bushwacker","brightwire876","139.34","3","2-0-0"
"6207","Blue Medical Tent","adzilla","139.34","6","1-1-0"
"6208","crysdale13","crysdale13","139.32","4","2-0-0"
"6209","alexcj88","alexcj88","139.32","2","2-0-0"
"6210","dreischip","dreischip","139.32","3","2-0-0"
"6211","chlldlshfablnho","chlldlshfablnho","139.32","2","2-0-0"
"6212","mdtip10","mdtip10","139.30","5","2-0-0"
"6213","stephen7wilson","stephen7wilson","139.30","3","2-0-0"
"6214","Dak Stak Attak","jacob17k","139.30","4","2-0-0"
"6215","stercus","stercus","139.30","4","2-0-0"
"6216","rohankings","rohankings","139.30","3","2-0-0"
"6217","ridcal","ridcal","139.30","3","2-0-0"
"6218","dukejohnsonmypants","dukejohnsonmypants","139.30","5","1-1-0"
"6219","Lizard","mattcenotwo","139.30","3","2-0-0"
"6220","davis1226","davis1226","139.26","4","2-0-0"
"6221","chicagov13","chicagov13","139.26","2","2-0-0"
"6222","Hampton Inn","noahm03","139.26","5","1-1-0"
"6223","mrpink13","mrpink13","139.26","4","2-0-0"
"6224","No lucks given","number1sons","139.26","3","2-0-0"
"6225","jvthree","jvthree","139.26","4","2-0-0"
"6226","GoldBlooded","kittlemethis89","139.26","6","1-1-0"
"6227","Swifties","misterrose","139.26","4","1-1-0"
"6228","Deebozempics","jok712","139.26","4","2-0-0"
"6229","The Man in Jahmyr","wawsczz23","139.26","4","2-0-0"
"6230","All the way!","allaninsyta","139.26","3","2-0-0"
"6231","Hallywood Hopefuls","hallywooood","139.26","3","2-0-0"
"6232","Benny the ‘Jet’","huggy","139.26","4","2-0-0"
"6233","ziggyzaggz","ziggyzaggz","139.26","2","2-0-0"
"6234","lamazing","lamazing","139.22","3","2-0-0"
"6235","cosme3","cosme3","139.22","5","2-0-0"
"6236","chichik","chichik","139.20","3","2-0-0"
"6237","Lawrence & Order","pasqualejt","139.20","4","2-0-0"
"6238","Quite E-fuq-tive","kmallory5112","139.20","2","2-0-0"
"6239","Love4theSunGod","desperate4winz","139.20","4","2-0-0"
"6240","kopskies","kopskies","139.20","3","2-0-0"
"6241","Love to Shough","jhmant","139.20","7","1-1-0"
"6242","dc4whiteintegra","dc4whiteintegra","139.20","4","2-0-0"
"6243","harrisj5x","harrisj5x","139.16","5","2-0-0"
"6244","kdibb","kdibb","139.16","5","2-0-0"
"6245","bartman7","bartman7","139.16","4","2-0-0"
"6246","jevensky","jevensky","139.16","6","1-1-0"
"6247","n_pat26","n_pat26","139.16","6","1-1-0"
"6248","Easy Does it","ccollins816","139.16","5","1-1-0"
"6249","DaddyFatSacks97","daddyfatsacks97","139.16","3","2-0-0"
"6250","chiefsssssssss","chiefsssssssss","139.16","5","1-1-0"
"6251","BaronvonShakes","shakesamusmaximus","139.16","3","2-0-0"
"6252","tfleck","tfleck","139.16","2","2-0-0"
"6253","Lets Get Cook'N","mikedg","139.16","5","1-1-0"
"6254","Immaculate Concepcion","dommendaglio","139.14","5","1-1-0"
"6255","ruminant","ruminant","139.12","3","2-0-0"
"6256","conmanh1991","conmanh1991","139.12","5","1-1-0"
"6257","Stelio Kantos","thequakken","139.10","3","2-0-0"
"6258","kyle1743","kyle1743","139.10","6","1-1-0"
"6259","Vele of Maya","subliminalprime","139.10","6","1-1-0"
"6260","jedbengal","jedbengal","139.10","5","1-1-0"
"6261","elfear45","elfear45","139.10","1","2-0-0"
"6262","Brooks Was Here","jordankabiri","139.10","4","2-0-0"
"6263","Air Wilfork","airwilfork1","139.10","3","2-0-0"
"6264","comiotes","comiotes","139.10","3","2-0-0"
"6265","markc1992","markc1992","139.10","3","2-0-0"
"6266","n0f4te","n0f4te","139.06","6","1-1-0"
"6267","hunnerh","hunnerh","139.06","4","2-0-0"
"6268","mrmanager84","mrmanager84","139.06","4","2-0-0"
"6269","trickyvick","trickyvick","139.06","7","0-2-0"
"6270","bmack0411","bmack0411","139.06","4","2-0-0"
"6271","romanrome29","romanrome29","139.06","4","2-0-0"
"6272","boomshakalak","boomshakalak","139.06","6","1-1-0"
"6273","Waiver Wire Warrior™️","joemd95","139.06","3","2-0-0"
"6274","Substation EMFs","kaylak","139.06","2","2-0-0"
"6275","camsnyd3435","camsnyd3435","139.06","3","2-0-0"
"6276","Duck of Death","shortybighead","139.06","4","2-0-0"
"6277","thebigd34","thebigd34","139.06","4","2-0-0"
"6278","chanmanmontana","chanmanmontana","139.06","3","2-0-0"
"6279","xgrudengrinderx","xgrudengrinderx","139.06","2","2-0-0"
"6280","MegalaMillionaire","twelveman","139.06","5","1-1-0"
"6281","sam4984","sam4984","139.02","6","1-1-0"
"6282","bscullion","bscullion","139.02","4","2-0-0"
"6283","slimsleeper96","slimsleeper96","139.02","2","2-0-0"
"6284","apsansaver92","apsansaver92","139.02","3","2-0-0"
"6285","therebel315","therebel315","139.02","4","1-1-0"
"6286","colon0709","colon0709","139.02","4","2-0-0"
"6287","Big Dak Energy","badjewjew","139.00","3","2-0-0"
"6288","Cooks with a Book","jygoat42","139.00","4","2-0-0"
"6289","RBs Were Optional","justanotherx","139.00","6","1-1-0"
"6290","crimsondegen","crimsondegen","138.96","5","2-0-0"
"6291","Mr. Loveland’s Lovers","10ccooper10","138.96","2","2-0-0"
"6292","matthewblane333","matthewblane333","138.96","3","2-0-0"
"6293","hugestud","rickgonser","138.96","4","2-0-0"
"6294","House Of Uncivilized Men","sunide","138.96","6","1-1-0"
"6295","My Naber yells Gibby!!!","calisippian","138.96","4","2-0-0"
"6296","fruitgrushers","fruitgrushers","138.96","3","2-0-0"
"6297","bgfalcon305","bgfalcon305","138.96","2","2-0-0"
"6298","razo2","razo2","138.96","4","2-0-0"
"6299","optimalpooper","optimalpooper","138.96","5","1-1-0"
"6300","kstevens23","kstevens23","138.96","5","1-1-0"
"6301","buckeyescott27","buckeyescott27","138.96","3","2-0-0"
"6302","DaBears🫡","ricalvarez98","138.96","3","2-0-0"
"6303","jahner3j","jahner3j","138.96","5","2-0-0"
"6304","jtrain22","jtrain22","138.96","5","2-0-0"
"6305","anthonyvolpesex","anthonyvolpesex","138.96","5","1-1-0"
"6306","Jose Rhamondre's Team","joseramonr","138.94","2","2-0-0"
"6307","iceberg34","iceberg34","138.94","4","2-0-0"
"6308","All Routes Lead to Rome","hopolaughs","138.92","4","2-0-0"
"6309","hurtinforaburtin","hurtinforaburtin","138.92","6","1-1-0"
"6310","volant","volant","138.92","5","1-1-0"
"6311","Make America Griddy Again","ddeuel","138.92","5","1-1-0"
"6312","Omnis Vir Lupus","klj626","138.92","4","2-0-0"
"6313","Spatchcock","themattperry","138.90","4","2-0-0"
"6314","eltorolocco","eltorolocco","138.90","3","2-0-0"
"6315","itzmystory","itzmystory","138.90","5","1-1-0"
"6316","Meglawhale","matthewtm","138.90","5","1-1-0"
"6317","Roasted & Posted","devilspade29","138.90","4","2-0-0"
"6318","EffECtive drafter","jbaugues","138.90","4","2-0-0"
"6319","rhizon810","rhizon810","138.90","3","2-0-0"
"6320","wrinkledick123","wrinkledick123","138.86","3","2-0-0"
"6321","tdeshields17","tdeshields17","138.86","3","2-0-0"
"6322","ghougle","ghougle","138.86","4","2-0-0"
"6323","fantasymd","fantasymd","138.86","4","2-0-0"
"6324","cwalters1","cwalters1","138.86","4","2-0-0"
"6325","bigfella4prez","bigfella4prez","138.86","2","2-0-0"
"6326","lantz83","lantz83","138.86","3","2-0-0"
"6327","yukky79","yukky79","138.86","3","2-0-0"
"6328","titansofthegridiron","titansofthegridiron","138.86","2","2-0-0"
"6329","Bijan's Nico-teen Habit","bendy547","138.86","4","2-0-0"
"6330","The1MainLine","bones777","138.86","3","2-0-0"
"6331","rilesmguiles","rilesmguiles","138.86","5","1-1-0"
"6332","codester112","codester112","138.86","6","1-1-0"
"6333","Hurtin’ in LaPorta Potty","ploeg","138.82","4","2-0-0"
"6334","Naber Gonna Gibbs You Up","mikekz","138.80","3","2-0-0"
"6335","cblankin15","cblankin15","138.80","5","1-1-0"
"6336","harrisonguord","harrisonguord","138.80","6","1-1-0"
"6337","mikemoreno1","mikemoreno1","138.80","4","2-0-0"
"6338","coozinator","coozinator","138.80","4","2-0-0"
"6339","awoodward20","awoodward20","138.80","4","2-0-0"
"6340","Pocket Dogs","anystrom01","138.76","6","1-1-0"
"6341","Valar Morghulis","gruby76","138.76","3","2-0-0"
"6342","megbeansprout","megbeansprout","138.76","2","2-0-0"
"6343","Seven of Nine Yards","michael_hamilton","138.76","5","1-1-0"
"6344","yote2425","yote2425","138.76","4","2-0-0"
"6345","Pigskin Powerhouse","bedhed75","138.76","3","2-0-0"
"6346","justinjricewsu","justinjricewsu","138.76","4","2-0-0"
"6347","twonathan","twonathan","138.76","4","2-0-0"
"6348","djelderado","djelderado","138.76","4","2-0-0"
"6349","Sonic & Knuckles Reunion","scurvytitan","138.76","4","2-0-0"
"6350","GibbsTutenInTheEndZone","kreff9","138.76","4","2-0-0"
"6351","🐐🐐","gatioam6","138.76","3","2-0-0"
"6352","Jones FC","whobenjones1","138.76","3","2-0-0"
"6353","rahnburgundy","rahnburgundy","138.76","4","2-0-0"
"6354","martian444","martian444","138.76","4","2-0-0"
"6355","jrez6996","jrez6996","138.76","4","2-0-0"
"6356","tonyisthetony","tonyisthetony","138.76","3","2-0-0"
"6357","fuhrryman","fuhrryman","138.76","4","2-0-0"
"6358","BANDZ EMEKA DANCE","tazc","138.74","6","1-1-0"
"6359","Notfirstyurlast","notfirstyurlast","138.74","4","2-0-0"
"6360","prattattack31","prattattack31","138.74","2","2-0-0"
"6361","gremlinj","gremlinj","138.74","2","2-0-0"
"6362","mofaky","mofaky","138.74","5","1-1-0"
"6363","Retardinals","toomasss","138.72","3","2-0-0"
"6364","HURTS SO GOOD","hipeagle","138.72","6","1-1-0"
"6365","moisttunalips","moisttunalips","138.72","4","2-0-0"
"6366","dezznutsz","dezznutsz","138.72","4","2-0-0"
"6367","Olave Garden","mritters","138.72","4","2-0-0"
"6368","I Maye Suck","seepee93","138.72","5","1-1-0"
"6369","mccarron1","mccarron1","138.72","4","2-0-0"
"6370","Yeti's are real","masterobironn","138.72","5","2-0-0"
"6371","frogteamsix","frogteamsix","138.70","2","2-0-0"
"6372","toddytouchdowns","toddytouchdowns","138.70","6","2-0-0"
"6373","jonshaffer","jonshaffer","138.70","3","2-0-0"
"6374","Boot Tuten Boogie","chibear2112","138.70","3","2-0-0"
"6375","captknuckles86","captknuckles86","138.70","3","2-0-0"
"6376","hellsludge","hellsludge","138.70","5","2-0-0"
"6377","Andy’s 2 Front Teeth","jburbs33","138.70","3","2-0-0"
"6378","Flowers on my Opps Grave","ryberger","138.68","5","2-0-0"
"6379","smcauli","smcauli","138.66","3","2-0-0"
"6380","morbey","morbey","138.66","4","2-0-0"
"6381","lordmegatron","lordmegatron","138.66","2","2-0-0"
"6382","The Megalodon","alohaid","138.66","5","1-1-0"
"6383","dirkmedley","dirkmedley","138.66","2","2-0-0"
"6384","showbear1895","showbear1895","138.66","3","2-0-0"
"6385","jeffkayy","jeffkayy","138.66","4","2-0-0"
"6386","War Machine","danielstevensii","138.66","2","2-0-0"
"6387","danbryan80","danbryan80","138.66","2","2-0-0"
"6388","davidarnaldes9","davidarnaldes9","138.66","3","2-0-0"
"6389","X Gon' Gibbs It To Ya","mellowhustle","138.66","4","2-0-0"
"6390","tommyguns187","tommyguns187","138.66","5","1-1-0"
"6391","avezilla","avezilla","138.66","2","2-0-0"
"6392","Harvey Birdman, Atty @Law","w1ttm4n","138.66","3","2-0-0"
"6393","Chasin Tail & Flowers","devilnutz","138.66","3","2-0-0"
"6394","Bear Down","thefootballdj","138.66","6","1-1-0"
"6395","therealkevcash","therealkevcash","138.66","3","2-0-0"
"6396","cuda187","cuda187","138.66","4","2-0-0"
"6397","ponchitojax","ponchitojax","138.66","2","2-0-0"
"6398","SkatteBOOM SHAKA LAKA","prozachcity","138.66","6","1-1-0"
"6399","dtyler021","dtyler021","138.66","6","1-1-0"
"6400","Seek & Destroy!!","kbradley223","138.66","4","1-1-0"
"6401","silverbulletzz","silverbulletzz","138.66","4","2-0-0"
"6402","mreidm","mreidm","138.66","6","1-1-0"
"6403","The Goffather","thegoonplatoon","138.64","5","1-1-0"
"6404","jjmorsejj","jjmorsejj","138.64","6","1-1-0"
"6405","pugsmoney","pugsmoney","138.62","3","2-0-0"
"6406","doccc55","doccc55","138.62","4","2-0-0"
"6407","Puka Around & Find Out","joewalsh7525","138.62","3","2-0-0"
"6408","It's Gonna Be Maye","danimal313","138.62","4","2-0-0"
"6409","MyBallZachErtz","j0hnnyb0y22","138.62","6","1-1-0"
"6410","nickwagmi","nickwagmi","138.60","5","2-0-0"
"6411","Sometimes I just be Tuten","n8kc58","138.60","3","2-0-0"
"6412","Darts with my Nabers","ethanvin13","138.60","2","2-0-0"
"6413","Nateville Fairies","nateville","138.60","6","1-1-0"
"6414","Swank You","swankyou","138.60","6","1-1-0"
"6415","Dallas Goedert Cowboys","sweetsp0t","138.60","2","2-0-0"
"6416","antoine1252","antoine1252","138.58","2","2-0-0"
"6417","tas33","tas33","138.56","3","2-0-0"
"6418","alexome","alexome","138.56","2","2-0-0"
"6419","westcoastcommander","westcoastcommander","138.56","4","2-0-0"
"6420","crrader","crrader","138.56","5","2-0-0"
"6421","geezy85","geezy85","138.56","5","1-1-0"
"6422","BOHICA","bigheads2442","138.56","3","2-0-0"
"6423","taustin1953","taustin1953","138.56","5","1-1-0"
"6424","biged5220","biged5220","138.56","1","2-0-0"
"6425","nbuscemi","nbuscemi","138.56","5","1-1-0"
"6426","jimmyfresh","jimmyfresh","138.56","3","2-0-0"
"6427","kamai19","kamai19","138.56","4","2-0-0"
"6428","gbk12","gbk12","138.54","6","1-1-0"
"6429","rherndon90","rherndon90","138.54","6","1-1-0"
"6430","Bo Knows Waddle","jascook","138.54","4","2-0-0"
"6431","bubbleboyballers","bubbleboyballers","138.54","3","2-0-0"
"6432","r0cco27","r0cco27","138.52","4","2-0-0"
"6433","Horseboy fan club","quinn0120","138.50","3","2-0-0"
"6434","Chase-ing Dubs","cheallday","138.50","3","2-0-0"
"6435","Gibbs me your sKittles","roglodge88","138.50","6","1-1-0"
"6436","J Bone Going Deep","garretja1129","138.50","3","2-0-0"
"6437","wanhamboy","wanhamboy","138.50","4","2-0-0"
"6438","beardedbro","beardedbro","138.50","4","2-0-0"
"6439","Leg Lamp","leglamp","138.50","6","1-1-0"
"6440","zellens","zellens","138.50","3","2-0-0"
"6441","santitobe","santitobe","138.46","2","2-0-0"
"6442","QB1-Kenobi","philroy1419","138.46","3","2-0-0"
"6443","Jayden's Way","noahwaytowin","138.46","5","1-1-0"
"6444","tannertj82","tannertj82","138.46","5","1-1-0"
"6445","Willzyx","andrewsabo","138.46","3","2-0-0"
"6446","C-3PJoe","krs707","138.46","5","1-1-0"
"6447","Velvet Thunder","zelly11","138.46","3","2-0-0"
"6448","dkbh90","dkbh90","138.46","6","1-1-0"
"6449","Won’t you be my Naber?","jmac4717","138.46","5","1-1-0"
"6450","Irish Brawlers","wutang_32","138.46","5","2-0-0"
"6451","Bijan Mustard","billylaz128","138.44","3","2-0-0"
"6452","Sharks","maenza7","138.44","2","2-0-0"
"6453","Get Njigba Wit It","bharry49","138.44","4","2-0-0"
"6454","deadduck","deadduck","138.42","3","2-0-0"
"6455","gavkim","gavkim","138.42","5","1-1-0"
"6456","barone2664","barone2664","138.42","3","2-0-0"
"6457","nfrancis0913","nfrancis0913","138.42","5","1-1-0"
"6458","We Butterfly Stretch","mikepafias","138.42","6","1-1-0"
"6459","Can’t stop Tuten","tdawgy","138.42","6","1-1-0"
"6460","Frosty's Snowmen ⛄","tfrost","138.42","5","2-0-0"
"6461","Unstable","1fitzmagic","138.40","3","2-0-0"
"6462","apemberton","apemberton","138.40","4","2-0-0"
"6463","Saint Elmo’s Fire Squad","nhis","138.40","5","1-1-0"
"6464","Vulgar Display of Bowers","mercnowitzki","138.40","6","1-1-0"
"6465","Electration Substation","itskrishall","138.40","4","2-0-0"
"6466","The Price is Wrong, Bitch","vess4215","138.40","5","1-1-0"
"6467","Taylor Park Boys","aslinger","138.40","6","1-1-0"
"6468","cubswin41","cubswin41","138.36","4","2-0-0"
"6469","Small Potatoes","tincan1099","138.36","4","2-0-0"
"6470","chalupabatman02","chalupabatman02","138.36","6","1-1-0"
"6471","Auto Drafter","vivapalestina","138.36","2","2-0-0"
"6472","bunborg","bunborg","138.36","4","2-0-0"
"6473","King Henry's Burden","greatestever247","138.36","4","2-0-0"
"6474","Allen the Family","wurthit157","138.36","3","2-0-0"
"6475","Fart Cannons","wilczynskib","138.36","4","2-0-0"
"6476","DNice","darenf24","138.36","6","1-1-0"
"6477","The Bidet Boys","kidrook","138.36","5","1-1-0"
"6478","maid3nfan","maid3nfan","138.36","4","2-0-0"
"6479","garciar15","garciar15","138.34","2","2-0-0"
"6480","Bed Bath and Bijon","dmosker","138.32","6","1-1-0"
"6481","Vienna Wiener Dogs","haukur","138.32","6","1-1-0"
"6482","Hearts of Pain","myrkaba","138.30","6","1-1-0"
"6483","nshea","nshea","138.30","3","2-0-0"
"6484","yojoshero","yojoshero","138.30","3","2-0-0"
"6485","jfretwell06","jfretwell06","138.30","5","2-0-0"
"6486","craley572","craley572","138.30","3","2-0-0"
"6487","kermantime","kermantime","138.30","5","1-1-0"
"6488","bradroman19","bradroman19","138.26","6","2-0-0"
"6489","Puka Shakur","dirtaywaffels","138.26","5","1-1-0"
"6490","rocksy","rocksy","138.26","2","2-0-0"
"6491","Moneybags","cmoney84","138.26","5","1-1-0"
"6492","Njigba Please","chadp96","138.26","3","2-0-0"
"6493","Low Voltage","natyve","138.26","3","2-0-0"
"6494","Stinky McPee’s Gross Team","aaronlorusso","138.26","3","2-0-0"
"6495","sadboyronasstatnation","sadboyronasstatnation","138.26","6","1-1-0"
"6496","Jungle Squad","gallardino","138.26","3","2-0-0"
"6497","mojojoejo","mojojoejo","138.26","4","2-0-0"
"6498","Chase-ing Waterfalls","coxto2","138.26","2","2-0-0"
"6499","sreyn14","sreyn14","138.26","3","2-0-0"
"6500","Commish","clevelbc","138.26","4","2-0-0"
"6501","Ladd’ll Do McConkey","aaronjames1500","138.22","3","2-0-0"
"6502","shearconnor","shearconnor","138.22","3","2-0-0"
